,index,_score,a_pc,address,am,asdi,b_level,brightness,cID,city,core,d_name,event_data.display_cord.x,event_data.display_cord.y,event_data.gyroscop_cord.x,event_data.gyroscop_cord.y,event_data.gyroscop_cord.z,fc_available,fm,im,lat,loc_info.lat,loc_info.long,loc_info.pin,long,memory,model,n_accessories,orientation,pID,pc_usage,pin,pm,res,s_name,sc,sc_available,state,usm,volume,wifi_add,wifi_ip,wm,sr_height,sr_width
333,333,0.0,6,0.0,28.129069,0.0,14.0,15.0,1,0.0,6,741,136.5,609.0,0.165,-0.838,-0.477,0.0,1.884359,27.575684,0.0,29.133426,78.435991,246734.0,0.0,3840.0,741,0,0.0,22,10752717616.0,0.0,1.136475,0.0,43,382,0.0,0.0,76.458333,-20.0,0.0,0.0,20.772705,896,414
334,334,0.0,6,0.0,28.129069,0.0,14.0,15.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,1.884359,27.575684,0.0,29.133426,78.435991,246734.0,0.0,3840.0,741,0,0.0,22,10752717616.0,0.0,1.136475,0.0,43,382,0.0,0.0,76.458333,-20.0,0.0,0.0,20.772705,896,414
335,335,0.0,6,0.0,28.129069,0.0,14.0,15.0,1,0.0,6,741,105.5,618.0,0.1632,-0.87,-0.3887,0.0,1.884359,27.575684,0.0,29.133426,78.435991,246734.0,0.0,3840.0,741,0,0.0,22,10752717616.0,0.0,1.136475,0.0,43,382,0.0,0.0,76.458333,-20.0,0.0,0.0,20.772705,896,414
336,336,0.0,6,0.0,28.129069,0.0,14.0,15.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,1.884359,27.575684,0.0,29.133426,78.435991,246734.0,0.0,3840.0,741,0,0.0,22,10752717616.0,0.0,1.136475,0.0,43,382,0.0,0.0,76.458333,-20.0,0.0,0.0,20.772705,896,414
337,337,0.0,6,0.0,28.129069,0.0,14.0,15.0,1,0.0,6,741,270.0,454.5,0.1561,-0.8643,-0.4655,0.0,1.884359,27.575684,0.0,29.133426,78.435991,246734.0,0.0,3840.0,741,0,0.0,22,10752717616.0,0.0,1.136475,0.0,43,382,0.0,0.0,76.458333,-20.0,0.0,0.0,20.772705,896,414
338,338,0.0,6,0.0,28.129069,0.0,14.0,15.0,1,0.0,6,741,270.0,454.5,0.1561,-0.8643,-0.4655,0.0,1.884359,27.575684,0.0,29.133426,78.435991,246734.0,0.0,3840.0,741,0,0.0,22,10752717616.0,0.0,1.136475,0.0,43,382,0.0,0.0,76.458333,-20.0,0.0,0.0,20.772705,896,414
339,339,0.0,6,0.0,28.129069,0.0,14.0,15.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,1.884359,27.575684,0.0,29.133426,78.435991,246734.0,0.0,3840.0,741,0,0.0,22,10752717616.0,0.0,1.136475,0.0,43,382,0.0,0.0,76.458333,-20.0,0.0,0.0,20.772705,896,414
340,340,0.0,6,0.0,28.129069,0.0,14.0,15.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,1.884359,27.575684,0.0,29.133426,78.435991,246734.0,0.0,3840.0,741,0,0.0,22,10752717616.0,0.0,1.136475,0.0,43,382,0.0,0.0,76.458333,-20.0,0.0,0.0,20.772705,896,414
341,341,0.0,6,0.0,28.129069,0.0,14.0,15.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,1.884359,27.575684,0.0,29.133426,78.435991,246734.0,0.0,3840.0,741,0,0.0,22,10752717616.0,0.0,1.136475,0.0,43,382,0.0,0.0,76.458333,-20.0,0.0,0.0,20.772705,896,414
342,342,0.0,6,0.0,28.129069,0.0,14.0,15.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,1.884359,27.575684,0.0,29.133426,78.435991,246734.0,0.0,3840.0,741,0,0.0,22,10752717616.0,0.0,1.136475,0.0,43,382,0.0,0.0,76.458333,-20.0,0.0,0.0,20.772705,896,414
343,343,0.0,6,0.0,28.129069,0.0,14.0,15.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,1.884359,27.575684,0.0,29.133426,78.435991,246734.0,0.0,3840.0,741,0,0.0,22,10752717616.0,0.0,1.136475,0.0,43,382,0.0,0.0,76.458333,-20.0,0.0,0.0,20.772705,896,414
344,344,0.0,6,0.0,28.845215,0.0,14.0,20.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.969971,26.594238,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10752466720.0,0.0,1.278076,0.0,43,382,0.0,0.0,75.286458,-20.0,0.0,0.0,19.85555,896,414
345,345,0.0,6,0.0,30.216878,0.0,11.0,80.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,16.665039,22.375081,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10765836592.0,0.0,0.882568,0.0,43,382,0.0,0.0,70.625,0.0,0.0,0.0,18.036296,896,414
346,346,0.0,6,0.0,28.91276,0.0,11.0,80.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,16.5625,22.746582,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766553312.0,0.0,0.947266,0.0,43,382,0.0,0.0,70.755208,0.0,0.0,0.0,19.096273,896,414
